year,component_id,component_label,world_value,five_country_value,five_country_share_of_world,is_complete_year
2025,L7GP,Sound and vision equipment,4921236429.0,1495436378.0,0.3038741177293679,True
2025,L7GQ,Portable sound and vision devices,1836172180.0,719027963.0,0.3915907074684031,True
2025,L7GR,Other sound and picture equipment,4754428666.0,1420298265.0,0.2987316383894611,True
2025,L7GT,Personal computers,15998677526.0,5687310718.0,0.3554863024620226,True
2025,L7GU,Information-processing accessories,17280624751.0,6157447369.0,0.3563208771513703,True
2025,L7GY,Other recording media,1003095855.0,237366011.0,0.2366334282180839,True
2025,L7H9,Games and hobbies,1888856095.0,1136706903.0,0.6017964555420512,True
2026,D7EO,Photographic and optical equipment,713499288.0,216295090.0,0.3031468897555508,False
2026,L7GG,Mobile telephone equipment,6640633199.0,2616627059.0,0.3940327647360545,False
2026,L7GM,Sound equipment,715030691.0,276129585.0,0.38617864726033135,False
2026,L7GP,Sound and vision equipment,1953844871.0,601546186.0,0.30787817135764817,False
2026,L7GQ,Portable sound and vision devices,715030691.0,276129585.0,0.38617864726033135,False
2026,L7GR,Other sound and picture equipment,1899937596.0,577038240.0,0.3037143120989117,False
2026,L7GT,Personal computers,7763254191.0,2288420786.0,0.29477597019211144,False
2026,L7GU,Information-processing accessories,8458628974.0,2559018794.0,0.30253351954150864,False
2026,L7GY,Other recording media,503643519.0,116829426.0,0.23196848880725893,False
2026,L7H9,Games and hobbies,507220137.0,211278536.0,0.4165420900866166,False
