date,monthly_relative,mobile_item_index,items_available,item_weight
2009-05-01,0.9670090476859189,26.293240602836583,1,0.88
2009-06-01,0.9812250401950106,25.79958606737541,1,0.88
2009-07-01,1.0095776732385433,26.046686072418407,1,0.88
2009-08-01,0.9968482005424025,25.964592141383147,1,0.88
2009-09-01,0.92077731092437,23.907607331190803,1,0.88
2009-10-01,1.020819548700632,24.405352926338114,1,0.88
2009-11-01,0.9605735167573728,23.44313568815744,1,0.88
2009-12-01,0.9628061194811238,22.571194500384312,1,0.88
2010-01-01,0.9814036105270789,22.15145177658611,1,0.88
2010-02-01,1.02259,22.651853072219193,1,1.2
2010-03-01,0.9710832298379606,21.996834643185544,1,1.2
2010-04-01,0.9308372439628607,20.47547293516961,1,1.2
2010-05-01,0.986336196637601,20.195700099231328,1,1.2
2010-06-01,1.0055390420199406,20.307564930703087,1,1.2
2010-07-01,0.9699703302936429,19.69773546329367,1,1.2
2010-08-01,0.9922067406632705,19.54422590248193,1,1.2
2010-09-01,0.9779326759605576,19.112937136391796,1,1.2
2010-10-01,1.0176628072737388,19.45052526146697,1,1.2
2010-11-01,0.9669274659195737,18.80724710187491,1,1.2
2010-12-01,1.0007302451032354,18.820981001976392,1,1.2
2011-01-01,0.9526393220737951,17.929606582486567,1,1.2
2011-02-01,1.021206,18.309821819674777,2,1.2
2011-03-01,0.9739327814368502,17.832535692448985,2,1.2
2011-04-01,0.9800881975012719,17.477457763689422,2,1.2
2011-05-01,0.989612036332226,17.295902567435164,2,1.2
2011-06-01,1.0048162246438108,17.379203519617395,2,1.2
2011-07-01,1.0434787094218314,18.13482885942971,2,1.2
2011-08-01,1.0384162871769724,18.83150165279881,2,1.2
2011-09-01,0.9983357167747943,18.800160700492622,2,1.2
2011-10-01,0.9913652515750264,18.637826042494794,2,1.2
2011-11-01,0.9947417027417026,18.53982281291492,2,1.2
2011-12-01,0.966598777216223,17.920570060769,2,1.2
2012-01-01,0.9405800523463826,16.855730725835123,2,1.2
2012-02-01,0.9677366666666667,16.311908666850595,2,0.78
2012-03-01,0.9954705308951125,16.23802438050235,2,0.78
2012-04-01,0.9713673764558522,15.773087141314733,2,0.78
2012-05-01,1.009738860332489,15.926699033996176,2,0.78
2012-06-01,0.9481276348050023,15.100543485353908,2,0.78
2012-07-01,0.9699844843559893,14.647292886136205,2,0.78
2012-08-01,1.0204147391194274,14.946313549212519,2,0.78
2012-09-01,0.9963235294117648,14.891363867046298,2,0.78
2012-10-01,0.968540360250228,14.422886924406251,2,0.78
2012-11-01,0.9603155434359175,13.850522494725977,2,0.78
2012-12-01,0.9544161971173936,13.219163007505282,2,0.78
2013-01-01,1.0094442272054949,13.344007786414634,2,0.78
2013-02-01,1.00336,13.388843652576988,2,0.58
2013-03-01,0.9531474246531654,12.761541846537636,2,0.58
2013-04-01,1.00559941444032,12.832999008233886,2,0.58
2013-05-01,0.972392781570232,12.478715601504577,2,0.58
2013-06-01,0.9697269436617458,12.100946741071178,2,0.58
2013-07-01,0.975933042581698,11.809713771132678,2,0.58
2013-08-01,0.996875776818603,11.77281758960324,2,0.58
2013-09-01,0.9798697655439754,11.535828011316518,2,0.58
2013-10-01,1.0550552634775217,12.170936061910924,2,0.58
2013-11-01,0.8865188742339024,10.789764535978078,2,0.58
2013-12-01,0.9776028494221386,10.548104554966107,2,0.58
2014-01-01,0.9579999367468925,10.105083496457139,2,0.58
2014-02-01,0.8544800000000001,8.634591746052697,2,0.6
2014-03-01,1.0187248384982677,8.79627308199601,2,0.6
2014-04-01,1.0015910761878506,8.810268622638604,2,0.6
2014-05-01,0.9200621655875622,8.105994828353023,2,0.6
2014-06-01,0.9258822942767743,7.505197089071164,2,0.6
2014-07-01,1.0713530762136216,8.040715988965909,2,0.6
2014-08-01,0.9993464955825616,8.035461345547752,2,0.6
2014-09-01,0.9729498610395001,7.818100999538959,2,0.6
2014-10-01,1.0492839416813153,8.20340783325887,2,0.6
2014-11-01,1.0278575036030597,8.431934296531248,2,0.6
2014-12-01,0.9120412259939479,7.690271693308776,2,0.6
2015-01-01,0.9813476472675189,7.546830033076565,2,0.6
2015-02-01,0.9541700000000001,7.200958812660667,3,0.8699999999999999
2015-03-01,1.0059318570066131,7.24367387064788,3,0.8699999999999999
2015-04-01,0.9902100719224585,7.172758824437071,3,0.8699999999999999
2015-05-01,0.968014589836215,6.943335191431543,3,0.8699999999999999
2015-06-01,1.0054925546175861,6.981471839198688,3,0.8699999999999999
2015-07-01,0.9640646281789818,6.730590052799116,3,0.8699999999999999
2015-08-01,1.0524382085044828,7.083530137345994,3,0.8699999999999999
2015-09-01,1.0018218429379617,7.096435216702557,3,0.8699999999999999
2015-10-01,1.0087842436617322,7.15877203277577,3,0.8699999999999999
2015-11-01,0.9270558800171482,6.63658170668709,3,0.8699999999999999
2015-12-01,0.958205719137581,6.3592105468714175,3,0.8699999999999999
2016-01-01,0.9820878990466395,6.245303725572182,3,0.8699999999999999
2016-02-01,1.01783,6.356657490999134,3,0.8999999999999999
2016-03-01,0.9565906552829713,6.08071915472427,3,0.8999999999999999
2016-04-01,0.9876238471177089,6.005463244831127,3,0.8999999999999999
2016-05-01,0.9794785755635591,5.8822225846465015,3,0.8999999999999999
2016-06-01,1.0304573558088754,6.061379530854083,3,0.8999999999999999
2016-07-01,0.975117201586729,5.9105554458815135,3,0.8999999999999999
2016-08-01,1.0330515638207947,6.105908546417412,3,0.8999999999999999
2016-09-01,0.9853292147396558,6.016330073313622,3,0.8999999999999999
2016-10-01,1.0197404161231276,6.135094932494919,3,0.8999999999999999
2016-11-01,0.9779644798544993,5.999904924515368,3,0.8999999999999999
2016-12-01,0.9759378513039013,5.855534320059225,3,0.8999999999999999
2017-01-01,1.0295793826014925,6.028737410048427,3,0.8999999999999999
2017-02-01,0.9984000000000001,6.01909143019235,2,0.48
2017-03-01,0.975135216346154,5.869428023987898,2,0.48
2017-04-01,0.9999640500218268,5.869217018178547,2,0.48
2017-05-01,1.010847011935822,5.932880485228658,2,0.48
2017-06-01,0.9907936185347016,5.878260124293618,2,0.48
2017-07-01,0.9861339021988843,5.7967515945097645,2,0.48
2017-08-01,0.983786088692903,5.70276357828711,2,0.48
2017-09-01,0.9811561109172984,5.595301333952997,2,0.48
2017-10-01,0.9974841208699446,5.581224232100534,2,0.48
2017-11-01,0.9957764887607073,5.557651868827245,2,0.48
2017-12-01,1.0052014405658125,5.586559664708426,2,0.48
2018-01-01,1.0251649999999999,5.727145438670814,2,0.48
2018-02-01,0.9858633333333332,5.646182692652803,2,0.6900000000000001
2018-03-01,0.9877941161553832,5.577266042540797,2,0.6900000000000001
2018-04-01,0.9677869854081308,5.397605490129694,2,0.6900000000000001
2018-05-01,1.014918405025147,5.478129154997405,2,0.6900000000000001
2018-06-01,0.9996724236468308,5.476334649426621,2,0.6900000000000001
2018-07-01,0.9395597883302772,5.145343824041039,2,0.6900000000000001
2018-08-01,0.9990650183286091,5.140533021872557,2,0.6900000000000001
2018-09-01,0.9599401348822009,4.93460396238275,2,0.6900000000000001
2018-10-01,1.0135907306033234,5.0016688354695855,2,0.6900000000000001
2018-11-01,1.0164963091321308,5.084177910756036,2,0.6900000000000001
2018-12-01,0.9501652147792128,4.830808996549239,2,0.6900000000000001
2019-01-01,1.0168266666666665,4.912095409264507,2,0.6900000000000001
2019-02-01,0.9906699999999998,4.8662655590960675,2,0.6900000000000001
2019-03-01,0.9657100749997475,4.699401678043351,2,0.6900000000000001
2019-04-01,0.9831538970767569,4.620235073697372,2,0.6900000000000001
2019-05-01,0.9780951537166652,4.519029534615159,2,0.6900000000000001
2019-06-01,1.0138843598049234,4.581773366642832,2,0.6900000000000001
2019-07-01,0.9759957973883768,4.471791550429399,2,0.6900000000000001
2019-08-01,1.0194537712049037,4.558784760127473,2,0.6900000000000001
